,ip,nb_qm,ratio_digits_url,ratio_digits_host,length_words_raw,shortest_word_host,longest_words_raw,longest_word_path,avg_word_host,avg_word_path,phish_hints,google_index,status
987,0,0,0.054545455,0.083333333,8,1,7,7,4.5,4.5,3,1,phishing
988,0,0,0.0,0.0,2,5,12,0,8.5,0.0,0,0,legitimate
989,0,0,0.0,0.0,1,11,11,0,11.0,0.0,0,0,legitimate
990,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
991,0,0,0.0,0.0,4,3,8,4,5.5,3.5,0,0,phishing
992,1,0,0.235294118,0.0,4,8,32,32,8.5,18.0,0,1,phishing
993,0,0,0.0,0.0,5,16,16,4,16.0,3.5,0,1,phishing
994,0,0,0.075471698,0.0,6,3,13,7,8.0,5.25,0,1,phishing
995,1,1,0.203389831,0.0,11,3,17,17,8.75,8.142857142999999,0,1,phishing
996,0,0,0.0,0.0,11,10,10,7,10.0,4.4,0,0,legitimate
997,0,0,0.040816327,0.222222222,4,6,14,14,6.0,9.333333333,0,1,phishing
998,0,0,0.069565217,0.0,14,9,10,10,9.0,5.916666667,0,0,legitimate
999,0,0,0.0,0.0,2,3,5,0,4.0,0.0,0,0,legitimate
1000,0,0,0.0,0.0,4,3,7,0,5.0,0.0,0,1,phishing
1001,0,0,0.016949153,0.0,6,14,16,16,14.0,5.8,1,1,phishing
1002,0,0,0.057142857,0.0,8,3,15,8,9.0,5.5,3,1,phishing
1003,0,0,0.047619048,0.0,13,3,14,14,7.5,6.0,0,1,phishing
1004,1,0,0.304347826,0.0,9,8,32,32,9.0,8.0,2,1,phishing
1005,0,0,0.0,0.0,4,7,13,0,8.75,0.0,0,1,phishing
1006,0,0,0.0,0.0,7,5,10,10,6.333333333,6.75,0,0,legitimate
1007,0,0,0.096774194,0.0,8,3,9,7,6.0,4.833333333,1,1,phishing
1008,0,0,0.0,0.0,4,3,12,5,7.5,4.5,0,0,legitimate
1009,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
1010,0,0,0.0,0.0,6,3,14,14,8.0,8.75,1,1,phishing
1011,0,0,0.0,0.0,1,5,5,0,5.0,0.0,0,0,legitimate
1012,1,0,0.1363636359999999,0.204545455,3,18,21,13,19.5,13.0,0,1,phishing
1013,0,0,0.0,0.0,11,3,12,12,5.0,4.777777778,3,1,phishing
1014,0,1,0.188034188,0.128205128,6,2,33,30,14.0,30.0,0,1,phishing
1015,0,0,0.0,0.0,1,9,9,0,9.0,0.0,0,1,phishing
1016,0,0,0.021978022,0.0,10,7,16,16,7.5,6.875,3,1,phishing
1017,0,0,0.095238095,0.0,10,3,8,6,5.5,4.0,0,0,legitimate
1018,1,1,0.1796875,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1019,0,0,0.019230769,0.025641026,3,16,18,5,17.0,5.0,1,1,phishing
1020,0,0,0.0,0.0,1,4,4,0,4.0,0.0,0,0,legitimate
1021,0,0,0.0,0.0,4,3,8,8,5.5,7.5,1,0,legitimate
1022,0,0,0.0,0.0,5,3,6,5,4.5,3.666666667,0,0,legitimate
1023,0,0,0.0,0.0,4,3,7,2,5.333333333,2.0,0,1,phishing
1024,0,0,0.04,0.0,2,7,7,6,7.0,6.0,0,1,phishing
1025,0,0,0.0,0.0,5,2,13,13,5.5,7.666666667,0,0,legitimate
1026,0,0,0.0,0.0,2,3,16,0,9.5,0.0,0,0,legitimate
1027,1,0,0.409638554,0.0,8,12,19,19,12.0,7.428571429,0,1,phishing
1028,0,0,0.0,0.0,3,2,5,0,3.333333333,0.0,0,0,legitimate
1029,0,0,0.109589041,0.0,11,3,8,7,5.5,4.333333333,0,0,legitimate
1030,0,0,0.0,0.0,1,8,8,0,8.0,0.0,0,1,phishing
1031,0,0,0.0,0.0,2,9,11,0,10.0,0.0,0,0,legitimate
1032,0,0,0.0,0.0,5,9,9,5,9.0,4.0,2,1,phishing
1033,0,0,0.068965517,0.0,2,12,12,6,12.0,6.0,0,1,phishing
1034,1,1,0.218487395,0.0,12,3,17,17,8.75,7.375,0,1,phishing
1035,0,1,0.109756098,0.0,9,5,25,25,5.5,7.285714286,1,1,phishing
1036,0,0,0.085106383,0.102564103,4,6,11,0,8.0,0.0,0,1,phishing
1037,0,0,0.0,0.0,3,3,5,0,4.333333333,0.0,0,0,legitimate
1038,1,0,0.159090909,0.0,6,2,8,7,5.0,4.75,0,1,legitimate
1039,0,0,0.0,0.0,4,11,14,6,12.5,5.0,0,1,phishing
1040,0,0,0.0,0.0,4,3,25,25,8.0,18.5,0,1,legitimate
1041,1,0,0.25,0.7,10,1,6,6,1.75,2.666666667,0,1,phishing
1042,0,0,0.040816327,0.0,7,9,9,8,9.0,3.666666667,0,0,legitimate
1043,0,0,0.0,0.0,3,2,10,0,5.0,0.0,0,1,phishing
1044,0,1,0.031446541,0.0,21,15,15,11,15.0,5.6,6,1,phishing
1045,0,0,0.0,0.0,1,8,8,0,8.0,0.0,0,0,phishing
1046,1,1,0.406091371,0.0,12,10,64,64,10.0,15.0,2,1,phishing
1047,1,1,0.158730159,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1048,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
1049,0,0,0.08988764,0.0,14,3,9,9,4.5,4.5,1,0,legitimate
1050,0,0,0.0,0.0,11,3,8,7,4.8,5.166666667,0,0,legitimate
1051,0,0,0.0,0.0,2,3,13,0,8.0,0.0,0,0,legitimate
1052,0,0,0.088235294,0.162162162,10,1,7,7,4.666666667,4.75,2,1,phishing
1053,0,0,0.075,0.130434783,5,4,8,5,5.666666667,4.0,1,1,phishing
1054,0,0,0.0,0.0,6,3,13,7,8.0,5.25,0,1,legitimate
1055,0,0,0.108108108,0.142857143,2,8,15,0,11.5,0.0,0,1,phishing
1056,0,0,0.0,0.0,2,3,11,0,7.0,0.0,0,0,legitimate
1057,0,1,0.0,0.0,4,3,9,9,5.5,8.5,0,1,phishing
1058,1,1,0.1171875,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1059,0,0,0.0,0.0,3,3,11,11,5.5,11.0,0,0,legitimate
1060,0,0,0.0,0.0,4,4,8,8,4.5,6.0,0,0,legitimate
1061,0,0,0.0,0.0,5,2,11,0,6.2,0.0,0,1,phishing
1062,0,0,0.0,0.0,2,12,14,0,13.0,0.0,0,1,phishing
1063,0,0,0.0,0.0,2,8,11,0,9.5,0.0,0,0,legitimate
1064,0,0,0.0,0.0,2,8,8,6,8.0,6.0,0,1,phishing
1065,0,0,0.0,0.0,2,4,11,0,7.5,0.0,0,1,phishing
1066,0,0,0.0,0.0,2,3,22,0,12.5,0.0,0,0,legitimate
1067,0,0,0.025,0.0,5,3,7,7,4.0,5.666666667,1,1,legitimate
1068,0,0,0.0,0.0,2,13,13,3,13.0,3.0,0,1,phishing
1069,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
1070,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
1071,1,1,0.197530864,0.054054054,27,5,39,39,7.5,7.608695652000001,0,1,phishing
1072,1,0,0.12,0.0,6,7,8,8,7.5,4.5,0,1,phishing
1073,0,1,0.0,0.0,3,3,6,5,4.5,5.0,0,0,legitimate
1074,0,0,0.0,0.0,6,3,18,9,10.5,5.5,0,0,legitimate
1075,0,0,0.055555556,0.102564103,9,1,17,17,5.0,7.666666667,0,1,phishing
1076,1,0,0.272727273,0.0,4,19,32,32,19.0,14.66666667,0,1,phishing
1077,0,0,0.0,0.0,2,3,13,0,8.0,0.0,0,0,legitimate
1078,0,0,0.029411765,0.037037037,2,8,14,0,11.0,0.0,0,1,phishing
1079,0,0,0.0,0.0,2,7,8,8,7.0,8.0,0,0,legitimate
1080,0,0,0.0,0.0,2,3,19,0,11.0,0.0,0,0,legitimate
1081,0,0,0.0,0.0,2,8,19,0,13.5,0.0,0,0,legitimate
1082,0,0,0.0,0.0,2,7,13,0,10.0,0.0,0,1,phishing
1083,0,0,0.0,0.0,6,1,7,0,4.833333333,0.0,0,1,phishing
1084,1,0,0.255102041,0.0,10,3,32,32,7.0,8.142857142999999,2,1,phishing
1085,0,0,0.0,0.0,2,3,4,0,3.5,0.0,0,0,legitimate
1086,0,0,0.0,0.0,9,6,11,7,8.0,3.666666667,0,0,legitimate
1087,0,0,0.0,0.0,3,10,10,4,10.0,4.0,0,1,phishing
1088,1,0,0.45,0.75,8,1,3,3,2.25,2.25,0,1,phishing
1089,0,0,0.19047619,0.307692308,2,1,7,0,4.0,0.0,0,1,phishing
1090,0,0,0.0,0.0,5,3,9,8,6.0,5.666666667,0,0,legitimate
1091,0,0,0.098039216,0.147058824,9,1,7,4,3.428571429,4.0,0,1,phishing
1092,0,0,0.0,0.0,5,3,5,2,4.333333333,2.0,0,0,legitimate
1093,0,0,0.0,0.0,6,10,16,10,13.0,5.0,0,0,legitimate
1094,0,0,0.0,0.0,8,3,11,8,7.0,4.166666667,0,0,legitimate
1095,0,0,0.0,0.0,10,3,9,9,5.0,6.625,0,1,legitimate
1096,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
1097,0,0,0.0,0.0,4,3,6,4,4.5,3.0,0,1,legitimate
1098,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
1099,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
1100,0,0,0.037735849,0.0,6,3,10,10,5.666666667,6.333333333,0,1,legitimate
1101,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
1102,0,0,0.0,0.0,2,3,17,0,10.0,0.0,0,0,legitimate
1103,1,0,0.14516129,0.0,7,3,15,13,9.0,5.2,1,1,legitimate
1104,0,0,0.088235294,0.101694915,11,1,7,0,4.090909091,0.0,0,1,phishing
1105,0,0,0.0,0.0,6,2,9,8,5.5,6.75,0,0,legitimate
1106,0,0,0.0,0.0,7,3,11,11,6.0,6.0,0,0,legitimate
1107,0,1,0.114649682,0.0,9,1,67,67,8.5,20.6,0,1,phishing
1108,0,0,0.0,0.0,4,6,17,4,11.66666667,4.0,1,1,phishing
1109,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
1110,0,0,0.117647059,0.0,6,7,9,9,7.5,4.75,0,1,phishing
1111,0,0,0.0,0.0,3,9,10,10,9.0,9.0,0,0,legitimate
1112,0,0,0.06,0.0,5,4,12,8,8.0,6.333333333,0,1,phishing
1113,0,0,0.0,0.0,8,1,9,5,4.857142857,5.0,1,1,phishing
1114,0,0,0.0,0.0,16,3,14,11,8.5,6.714285714,0,0,legitimate
1115,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,0,legitimate
1116,1,1,0.111111111,0.0,12,3,17,17,8.4,8.142857142999999,0,1,phishing
1117,0,0,0.013157895,0.022727273,8,2,21,6,9.25,5.0,1,1,phishing
1118,0,0,0.0,0.0,5,2,9,6,5.5,5.333333333,0,0,legitimate
1119,0,0,0.0,0.0,2,3,10,0,6.5,0.0,0,0,legitimate
1120,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
1121,0,0,0.035087719,0.0,8,9,9,7,9.0,4.285714286,0,1,phishing
1122,0,0,0.0,0.0,6,1,15,15,6.0,9.5,0,1,phishing
1123,0,0,0.117647059,0.0,7,3,7,7,4.5,4.4,0,0,legitimate
1124,0,0,0.0,0.0,3,15,15,7,15.0,5.5,0,1,phishing
1125,1,1,0.125984252,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1126,0,0,0.0,0.0,8,3,10,10,6.5,6.666666667,0,1,legitimate
1127,0,0,0.011363636,0.0,12,3,8,7,5.5,5.5,0,1,phishing
1128,0,0,0.0,0.0,5,3,15,8,9.0,5.0,0,0,legitimate
1129,0,0,0.0,0.0,1,6,6,0,6.0,0.0,0,0,legitimate
1130,0,0,0.0,0.0,2,3,12,0,7.5,0.0,0,0,legitimate
1131,0,0,0.0,0.0,8,1,7,7,3.0,4.0,0,1,phishing
1132,0,0,0.045454545,0.0,17,3,20,12,11.5,5.466666667,0,0,legitimate
1133,0,0,0.0,0.0,3,3,9,2,6.0,2.0,0,1,phishing
1134,0,0,0.0,0.0,5,3,8,8,5.0,7.333333333,0,0,legitimate
1135,0,0,0.0123456789999999,0.0,7,3,23,23,6.5,10.2,0,1,legitimate
1136,0,0,0.0,0.0,11,5,8,8,5.0,5.0,4,1,phishing
1137,0,0,0.0,0.0,4,3,10,10,6.0,8.0,0,0,legitimate
1138,0,0,0.0,0.0,6,2,9,9,5.5,6.0,0,0,legitimate
1139,0,0,0.0,0.0,3,3,17,9,10.0,9.0,0,0,legitimate
1140,0,0,0.125,0.1,3,12,17,17,12.5,17.0,0,1,phishing
1141,0,0,0.0,0.0,2,3,12,0,7.5,0.0,0,0,legitimate
1142,0,0,0.0,0.0,2,3,6,0,4.5,0.0,0,0,legitimate
1143,0,0,0.162162162,0.0,4,3,9,6,6.0,5.0,0,0,legitimate
1144,0,0,0.0,0.0,5,10,18,10,14.0,7.333333333,0,0,legitimate
1145,1,1,0.045454545,0.0,9,5,38,38,5.5,14.28571429,0,0,phishing
1146,0,0,0.0,0.0,4,1,6,0,3.75,0.0,0,0,legitimate
1147,0,0,0.0,0.0,5,3,7,6,5.0,5.666666667,0,1,phishing
1148,1,1,0.155963303,0.377777778,15,1,14,9,6.0,5.222222222,0,1,phishing
1149,1,1,0.1623931619999999,0.0,11,3,17,17,8.75,8.142857142999999,0,1,phishing
1150,0,0,0.0,0.0,1,4,4,0,4.0,0.0,0,0,legitimate
1151,0,0,0.0,0.0,2,3,22,0,12.5,0.0,0,0,legitimate
1152,0,0,0.156342183,0.0,14,2,94,94,5.25,29.2,1,1,phishing
1153,1,1,0.194915254,0.0,12,3,17,17,8.75,7.375,0,1,phishing
1154,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
1155,0,0,0.041666667,0.0,5,3,11,11,6.5,6.666666667,0,0,legitimate
1156,0,0,0.0,0.0,2,2,10,0,6.0,0.0,0,0,legitimate
1157,1,0,0.097560976,0.0,10,3,9,9,5.5,6.0,0,1,legitimate
1158,0,0,0.0,0.0,6,3,11,8,7.0,5.25,0,1,legitimate
1159,0,1,0.115384615,0.0,6,3,12,12,5.5,6.25,0,1,phishing
1160,0,0,0.0,0.0,7,2,5,5,2.666666667,3.75,0,1,legitimate
1161,0,0,0.0,0.0,8,2,15,7,6.666666667,6.0,1,1,phishing
1162,0,0,0.0,0.0,5,8,8,7,8.0,6.0,0,0,legitimate
1163,0,0,0.0,0.0,3,5,7,5,6.0,5.0,0,0,phishing
1164,1,0,0.4074074070000001,0.0,11,3,32,32,5.5,8.333333332999999,0,1,phishing
1165,0,0,0.0,0.0,3,3,6,0,4.0,0.0,0,1,phishing
1166,0,0,0.142857143,0.0,2,3,7,7,3.0,7.0,0,1,phishing
1167,0,0,0.0,0.0,1,12,12,0,12.0,0.0,0,0,legitimate
1168,0,0,0.0,0.0,3,3,5,0,4.0,0.0,0,0,legitimate
1169,0,0,0.0,0.0,5,4,7,5,5.0,4.5,0,1,phishing
1170,1,0,0.220588235,0.0,6,3,15,15,8.75,8.5,0,1,phishing
1171,1,1,0.150684932,0.0,9,3,25,25,5.0,6.285714286,1,1,phishing
1172,0,1,0.088235294,0.0,5,3,6,6,3.0,4.0,0,1,phishing
1173,0,0,0.0,0.0,4,8,8,4,8.0,3.666666667,0,1,phishing
1174,0,0,0.0,0.0,5,3,10,4,6.5,4.0,1,1,phishing
1175,1,1,0.090909091,0.0,5,5,33,33,5.5,13.0,0,0,phishing
1176,1,1,0.154471545,0.0,13,3,17,17,7.6,7.375,0,1,phishing
1177,1,1,0.037878788,0.0,9,5,38,38,5.5,14.28571429,0,0,phishing
1178,0,0,0.0,0.0,2,3,10,0,6.5,0.0,0,0,legitimate
1179,1,1,0.112,0.0,12,3,17,17,8.4,8.142857142999999,0,1,phishing
1180,0,1,0.0,0.0,9,14,14,8,14.0,5.125,0,1,phishing
1181,0,1,0.0,0.0,10,3,13,7,8.0,3.75,0,1,phishing
1182,0,0,0.0,0.0,3,6,7,3,6.5,3.0,1,1,phishing
1183,0,0,0.0,0.0,4,3,20,20,8.0,14.0,1,0,legitimate
1184,0,0,0.125,0.0,1,8,8,0,8.0,0.0,0,1,legitimate
1185,0,0,0.0,0.0,2,5,9,0,7.0,0.0,0,0,legitimate
1186,0,0,0.0,0.0,1,7,7,0,7.0,0.0,0,0,legitimate
1187,0,1,0.0,0.0,6,2,11,7,6.5,4.0,0,1,phishing
1188,0,0,0.0,0.0,8,3,13,7,8.0,5.0,2,1,phishing
1189,0,0,0.07,0.0,15,3,9,8,6.0,4.846153846,0,0,legitimate
1190,0,0,0.0,0.0,6,3,15,10,9.0,5.5,0,0,legitimate
1191,0,0,0.0,0.0,5,1,6,6,1.666666667,6.0,0,1,phishing
1192,0,0,0.0,0.0,6,3,4,4,3.5,2.75,0,0,legitimate
1193,1,0,0.155339806,0.0,9,11,32,32,11.0,9.0,3,1,phishing
1194,1,1,0.163793103,0.0,11,3,17,17,8.75,8.142857142999999,0,1,phishing
1195,0,0,0.0,0.0,7,5,8,7,6.5,6.0,0,0,legitimate
1196,0,0,0.0625,0.08,2,10,10,0,10.0,0.0,0,1,phishing
1197,0,0,0.0,0.0,5,5,5,4,5.0,3.0,0,1,phishing
1198,0,1,0.023076923,0.0,13,2,38,38,7.666666667,8.1,0,1,phishing
1199,0,1,0.0,0.0,14,14,14,13,14.0,5.076923077,4,1,phishing
1200,0,0,0.117647059,0.162162162,7,1,7,5,4.666666667,5.0,1,1,phishing
1201,1,1,0.479302832,0.0,16,7,288,288,9.0,29.57142857,0,1,phishing
1202,0,0,0.047619048,0.0,2,3,6,6,3.0,6.0,0,1,phishing
1203,0,0,0.0,0.0,3,2,8,0,5.0,0.0,0,1,phishing
1204,0,0,0.0,0.0,6,3,11,8,7.0,6.5,0,1,phishing
1205,1,1,0.107526882,0.0,21,3,29,29,4.5,7.473684211,0,0,phishing
1206,0,0,0.0,0.0,5,3,12,0,8.0,0.0,2,1,phishing
1207,1,0,0.066037736,0.0,16,3,12,9,7.5,4.571428571,0,0,legitimate
1208,1,0,0.381818182,0.0,3,2,32,32,5.0,32.0,0,1,phishing
1209,0,0,0.011363636,0.0,12,15,15,8,15.0,4.6363636360000005,4,1,phishing
1210,0,0,0.0,0.0,3,19,19,9,19.0,6.5,0,1,phishing
1211,0,0,0.0,0.0,1,18,18,0,18.0,0.0,0,0,legitimate
1212,0,0,0.0,0.0,7,2,11,11,4.0,6.75,0,1,phishing
1213,0,0,0.0,0.0,5,3,9,9,5.5,5.333333333,0,0,legitimate
1214,0,0,0.02173913,0.0,18,2,11,11,4.0,6.375,1,1,legitimate
1215,0,0,0.046511628,0.0,5,3,12,5,7.5,4.0,0,0,legitimate
1216,1,0,0.382716049,0.0,15,3,17,17,5.0,9.769230769,1,1,phishing
1217,0,0,0.210526316,0.32,3,10,11,5,10.5,5.0,0,1,phishing
1218,0,0,0.0,0.0,4,3,11,5,7.0,4.0,0,0,legitimate
1219,0,0,0.0,0.0,9,1,8,4,5.0,3.0,1,1,phishing
1220,0,0,0.0,0.0,2,3,13,0,8.0,0.0,0,0,legitimate
1221,0,0,0.0,0.0,2,3,6,0,4.5,0.0,0,0,legitimate
1222,0,0,0.038961039,0.0,10,5,9,9,5.0,5.777777778,3,1,phishing
1223,0,0,0.0,0.0,4,7,10,7,8.333333332999999,7.0,0,0,legitimate
1224,0,0,0.090909091,0.071428571,3,3,10,10,4.0,10.0,1,1,phishing
1225,0,0,0.150943396,0.0,8,3,10,6,6.5,3.666666667,0,0,legitimate
1226,0,1,0.0,0.0,15,14,14,13,14.0,5.285714286,4,1,phishing
1227,0,0,0.1,0.0,2,3,6,6,3.0,6.0,0,1,phishing
1228,0,0,0.0,0.0,2,9,16,0,12.5,0.0,0,0,legitimate
1229,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,0,legitimate
1230,0,0,0.027027027,0.0,8,3,12,10,7.5,6.5,0,0,legitimate
1231,0,0,0.0,0.0,8,15,15,10,15.0,5.714285714,4,1,phishing
1232,0,0,0.0,0.0,2,8,25,0,16.5,0.0,1,1,phishing
1233,1,1,0.14516129,0.0,12,3,17,17,8.4,8.142857142999999,0,1,phishing
1234,0,0,0.02173913,0.0,7,3,7,6,5.0,3.8,1,1,phishing
1235,1,1,0.188976378,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1236,0,0,0.0,0.0,3,4,11,0,8.666666667000001,0.0,0,1,phishing
1237,0,0,0.086956522,0.0,7,3,15,10,9.0,6.8,0,1,legitimate
1238,0,0,0.0,0.0,2,11,11,2,11.0,2.0,0,0,phishing
1239,0,0,0.068965517,0.0,12,5,13,9,9.0,4.6,0,0,legitimate
1240,1,1,0.247787611,0.0,8,3,487,487,12.0,86.83333333,2,1,phishing
1241,0,1,0.069767442,0.0,6,3,9,9,5.0,4.0,0,0,legitimate
1242,0,0,0.0,0.0,2,8,11,0,9.5,0.0,0,1,phishing
1243,0,0,0.0,0.0,9,3,13,7,8.0,4.714285714,2,0,phishing
1244,0,0,0.0,0.0,7,2,12,10,7.666666667,6.75,0,0,legitimate
1245,0,0,0.025641026,0.0,5,3,7,7,3.5,5.0,0,1,phishing
1246,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
1247,0,0,0.0,0.0,10,3,8,8,5.5,5.625,3,1,phishing
1248,0,0,0.083333333,0.0,2,6,6,5,6.0,5.0,0,1,phishing
1249,0,0,0.0,0.0,8,3,14,8,8.5,4.166666667,3,1,phishing
1250,1,1,0.1875,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1251,0,0,0.216216216,0.32,3,10,11,3,10.5,3.0,0,1,phishing
1252,0,0,0.022727273,0.0,4,17,17,7,17.0,4.333333333,1,1,phishing
1253,0,0,0.0,0.0,2,8,13,0,10.5,0.0,0,1,phishing
1254,0,0,0.039215686,0.0,6,6,11,11,6.0,5.6,0,1,legitimate
1255,0,0,0.083333333,0.0,8,3,15,8,9.0,6.0,0,1,legitimate
1256,0,0,0.0,0.0,8,5,11,4,8.0,1.5,0,1,phishing
1257,0,0,0.058823529,0.0,12,6,11,11,6.0,5.0,1,0,legitimate
1258,0,0,0.0,0.0,2,3,6,0,4.5,0.0,0,0,legitimate
1259,1,1,0.144230769,0.0,17,2,12,12,2.0,4.5625,0,0,phishing
1260,0,0,0.0,0.0,4,6,8,4,7.0,3.5,0,1,phishing
1261,0,0,0.059701493,0.0,9,2,8,7,5.0,5.428571429,2,1,phishing
1262,0,0,0.0,0.0,3,6,12,0,8.333333332999999,0.0,0,1,phishing
1263,0,0,0.0,0.0,2,3,10,0,6.5,0.0,0,0,legitimate
1264,0,0,0.0,0.0,2,3,22,0,12.5,0.0,0,0,legitimate
1265,0,0,0.0,0.0,3,4,11,0,6.333333333,0.0,0,1,phishing
1266,0,0,0.0,0.0,2,2,3,0,2.5,0.0,0,0,legitimate
1267,0,0,0.0,0.0,3,8,8,7,8.0,5.5,0,1,phishing
1268,0,0,0.123076923,0.0,8,11,11,9,11.0,4.857142857,0,0,legitimate
1269,0,0,0.0,0.0,2,8,8,3,8.0,3.0,0,1,phishing
1270,0,0,0.0,0.0,7,3,16,9,9.5,6.6,0,1,phishing
1271,0,0,0.0,0.0,4,9,10,5,9.5,4.0,0,1,legitimate
1272,0,0,0.0,0.0,2,3,4,0,3.5,0.0,0,0,legitimate
1273,0,1,0.0161290319999999,0.0,8,8,8,8,8.0,4.571428571,2,1,phishing
1274,1,2,0.047979798,0.7857142859999999,80,2,10,10,2.75,3.986842105,3,1,phishing
1275,0,0,0.055555556,0.068965517,3,3,15,0,7.666666667,0.0,0,0,phishing
1276,1,1,0.195767196,0.117647059,17,3,40,40,7.0,10.63636364,1,1,phishing
1277,0,0,0.0,0.0,3,2,6,0,3.666666667,0.0,0,1,phishing
1278,0,0,0.0,0.0,7,3,15,8,9.0,5.8,0,0,legitimate
1279,1,1,0.188976378,0.0,13,3,17,17,8.4,7.375,0,1,phishing
1280,0,0,0.0625,0.0,12,4,12,11,8.0,5.6,0,0,legitimate
1281,0,0,0.047619048,0.166666667,5,7,7,7,7.0,4.75,1,1,phishing
1282,0,0,0.081632653,0.142857143,4,6,17,8,11.5,6.0,1,1,phishing
1283,0,0,0.0,0.0,2,11,19,0,15.0,0.0,1,1,phishing
1284,0,0,0.068965517,0.0,11,3,9,9,4.5,6.333333333,0,1,legitimate
1285,0,0,0.0,0.0,6,3,13,10,8.0,5.75,0,0,legitimate
1286,0,0,0.0,0.0,1,7,7,0,7.0,0.0,0,0,legitimate
1287,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,0,legitimate
1288,0,1,0.078431373,0.166666667,4,3,16,16,5.666666667,16.0,0,1,phishing
1289,0,0,0.044776119,0.0,6,7,11,11,8.5,8.25,0,1,phishing
1290,0,0,0.013333333,0.043478261,8,4,11,11,7.5,6.0,0,1,phishing
1291,0,0,0.0,0.0,2,6,11,0,8.5,0.0,0,0,legitimate
1292,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
1293,0,0,0.090909091,0.0,2,4,6,6,4.0,6.0,0,1,phishing
1294,0,0,0.098039216,0.0,7,3,10,6,6.5,3.8,0,1,phishing
1295,0,0,0.0,0.0,2,3,3,0,3.0,0.0,0,1,phishing
1296,0,0,0.0,0.0,6,3,9,9,5.0,5.25,0,0,legitimate
1297,0,0,0.018518519,0.028571429,3,13,17,11,15.0,11.0,0,0,legitimate
1298,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
1299,0,0,0.0,0.0,6,6,12,7,9.0,4.5,0,0,legitimate
1300,0,0,0.0,0.0,8,3,7,7,5.0,4.666666667,0,0,legitimate
1301,0,0,0.0,0.0,8,2,9,6,5.5,4.166666667,0,0,legitimate
1302,0,0,0.0,0.0,3,3,11,7,7.0,7.0,0,0,legitimate
1303,0,0,0.0,0.0,3,8,8,6,8.0,4.5,0,1,phishing
1304,0,0,0.0,0.0,5,2,9,7,5.5,6.0,0,0,legitimate
1305,0,0,0.0,0.0,9,3,13,6,8.0,3.714285714,0,0,legitimate
1306,0,0,0.0,0.0,6,3,10,9,6.5,6.5,2,1,phishing
1307,0,0,0.0,0.0,1,19,19,0,19.0,0.0,0,1,phishing
1308,0,0,0.257575758,0.153846154,13,4,9,9,4.5,3.181818182,1,1,phishing
1309,0,0,0.0,0.0,2,7,18,0,12.5,0.0,0,1,phishing
1310,0,0,0.05,0.037037037,9,2,11,11,7.0,6.5,2,1,legitimate
1311,1,1,0.208333333,0.260869565,5,7,9,6,8.0,4.333333333,0,1,phishing
1312,0,0,0.0,0.0,2,9,18,0,13.5,0.0,0,0,legitimate
1313,1,0,0.272727273,0.36,3,2,11,0,6.333333333,0.0,1,1,phishing
1314,0,0,0.0,0.0,7,3,14,7,8.5,6.0,0,0,legitimate
1315,0,0,0.047619048,0.0,11,3,14,14,4.0,8.0,3,1,phishing
1316,0,0,0.0,0.0,4,3,11,6,7.0,4.5,1,1,phishing
1317,0,0,0.027027027,0.0,5,3,9,7,6.0,3.333333333,0,0,legitimate
1318,1,0,0.088607595,0.0,9,3,13,8,8.0,6.285714286,0,1,legitimate
1319,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
1320,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,1,phishing
1321,0,1,0.0,0.0,9,3,12,6,7.333333333,4.333333333,1,1,phishing
1322,0,1,0.026315789,0.0,8,2,18,6,6.714285714,6.0,1,1,phishing
1323,0,0,0.010309278,0.0,14,3,13,10,8.0,4.666666667,1,0,legitimate
1324,0,0,0.0,0.0,2,6,11,0,8.5,0.0,0,1,phishing
